;ID;Level;ISO1_3N;ISO1_3C;ISO1_2C;ISO2;ISO2_UID;FIPS;NUTS;AGS;IBGE;ZCTA;Longitude;Latitude;Population;Admin;Admin0;Admin1;Admin2;Admin3;NameID;Date;Cases;Cases_New;Type;Age;Sex;Source
1;AD;Country;20;AND;AD;AD;AD;NA;AD;NA;NA;NA;1.52;42.51;77265;0;Andorra;;;;Andorra;29/12/2020;84;1;Deaths;Total;Total;JHU
2;AD;Country;20;AND;AD;AD;AD;NA;AD;NA;NA;NA;1.52;42.51;77265;0;Andorra;;;;Andorra;29/12/2020;84;1;Deaths;Total;Total;JRC
3;AE;Country;784;ARE;AE;AE;AE;NA;AE;NA;NA;NA;53.85;23.42;9890400;0;United Arab Emirates;;;;United Arab Emirates;29/12/2020;662;2;Deaths;Total;Total;JHU
4;AF;Country;4;AFG;AF;AF;AF;NA;AF;NA;NA;NA;67.71;33.94;38928341;0;Afghanistan;;;;Afghanistan;29/12/2020;2179;5;Deaths;Total;Total;JHU
5;AL;Country;8;ALB;AL;AL;AL;NA;AL;NA;NA;NA;20.17;41.15;2877800;0;Albania;;;;Albania;29/12/2020;1170;6;Deaths;Total;Total;JHU
6;AL;Country;8;ALB;AL;AL;AL;NA;AL;NA;NA;NA;20.17;41.15;2877800;0;Albania;;;;Albania;29/12/2020;1170;6;Deaths;Total;Total;JRC
7;AM;Country;51;ARM;AM;AM;AM;NA;AM;NA;NA;NA;45.04;40.07;2963234;0;Armenia;;;;Armenia;29/12/2020;2797;22;Deaths;Total;Total;JHU
8;AR;Country;32;ARG;AR;AR;AR;NA;AR;NA;NA;NA;-63.62;-38.42;45195777;0;Argentina;;;;Argentina;29/12/2020;43018;150;Deaths;Total;Total;JHU
9;AT;Country;40;AUT;AT;AT;AT;NA;AT;NA;NA;NA;14.55;47.52;9006400;0;Austria;;;;Austria;29/12/2020;6059;128;Deaths;Total;Total;JHU
10;AT;Country;40;AUT;AT;AT;AT;NA;AT;NA;NA;NA;14.55;47.52;9006400;0;Austria;;;;Austria;29/12/2020;6155;44;Deaths;Total;Total;JRC
11;AZ;Country;31;AZE;AZ;AZ;AZ;NA;AZ;NA;NA;NA;47.58;40.14;10139175;0;Azerbaijan;;;;Azerbaijan;29/12/2020;2575;37;Deaths;Total;Total;JHU
12;BA;Country;70;BIH;BA;BA;BA;NA;BA;NA;NA;NA;17.68;43.92;3280815;0;Bosnia and Herzegovina;;;;Bosnia and Herzegovina;29/12/2020;4024;82;Deaths;Total;Total;JHU
13;BA;Country;70;BIH;BA;BA;BA;NA;BA;NA;NA;NA;17.68;43.92;3280815;0;Bosnia and Herzegovina;;;;Bosnia and Herzegovina;29/12/2020;4024;48;Deaths;Total;Total;JRC
14;BD;Country;50;BGD;BD;BD;BD;NA;BD;NA;NA;NA;90.36;23.68;164689383;0;Bangladesh;;;;Bangladesh;29/12/2020;7509;30;Deaths;Total;Total;JHU
15;BE;Country;56;BEL;BE;BE;BE;NA;BE;NA;NA;NA;4.47;50.83;11589616;0;Belgium;;;;Belgium;29/12/2020;19361;127;Deaths;Total;Total;JHU
16;BE;Country;56;BEL;BE;BE;BE;NA;BE;NA;NA;NA;4.47;50.83;11589616;0;Belgium;;;;Belgium;29/12/2020;19361;127;Deaths;Total;Total;JRC
17;BEZZ;Province;56;BEL;BE;ZZ;BE-ZZ;NA;;NA;NA;NA;NA;NA;NA;1;Belgium;Unassigned;;;Unassigned, Belgium;29/12/2020;19361;127;Deaths;Total;Total;JHU
18;BF;Country;854;BFA;BF;BF;BF;NA;BF;NA;NA;NA;-1.56;12.24;20903278;0;Burkina Faso;;;;Burkina Faso;29/12/2020;82;4;Deaths;Total;Total;JHU
19;BG;Country;100;BGR;BG;BG;BG;NA;BG;NA;NA;NA;25.49;42.73;6948445;0;Bulgaria;;;;Bulgaria;29/12/2020;7405;154;Deaths;Total;Total;JHU
20;BG;Country;100;BGR;BG;BG;BG;NA;BG;NA;NA;NA;25.49;42.73;6948445;0;Bulgaria;;;;Bulgaria;29/12/2020;7251;87;Deaths;Total;Total;JRC
21;BO;Country;68;BOL;BO;BO;BO;NA;BO;NA;NA;NA;-63.59;-16.29;11673029;0;Bolivia;;;;Bolivia;29/12/2020;9135;29;Deaths;Total;Total;JHU
22;BR;Country;76;BRA;BR;BR;BR;NA;BR;NA;NA;NA;-51.93;-14.23;212559409;0;Brazil;;;;Brazil;29/12/2020;192681;1111;Deaths;Total;Total;JHU
23;BR;Country;76;BRA;BR;BR;BR;NA;BR;NA;NA;NA;-51.93;-14.23;212559409;0;Brazil;;;;Brazil;29/12/2020;192839;1051;Deaths;Total;Total;SES
24;BRAC;State;76;BRA;BR;AC;BR-AC;NA;;NA;NA;NA;-70.81;-9.02;881935;1;Brazil;Acre;;;Acre, Brazil;29/12/2020;791;2;Deaths;Total;Total;SES
25;BRAC1200385;Municipality;76;BRA;BR;AC;BR-AC;NA;;NA;1200385;NA;-67.18;-10.32;19761;2;Brazil;Acre;Placido de Castro;;Placido de Castro, Acre, Brazil;29/12/2020;9;1;Deaths;Total;Total;SES
26;BRAC1200807;Municipality;76;BRA;BR;AC;BR-AC;NA;;NA;1200807;NA;-67.53;-9.59;18504;2;Brazil;Acre;Porto Acre;;Porto Acre, Acre, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
27;BRAL;State;76;BRA;BR;AL;BR-AL;NA;;NA;NA;NA;-36.78;-9.57;3337357;1;Brazil;Alagoas;;;Alagoas, Brazil;29/12/2020;2475;7;Deaths;Total;Total;SES
28;BRAL2700300;Municipality;76;BRA;BR;AL;BR-AL;NA;;NA;2700300;NA;-36.66;-9.75;231747;2;Brazil;Alagoas;Arapiraca;;Arapiraca, Alagoas, Brazil;29/12/2020;182;1;Deaths;Total;Total;SES
29;BRAL2702900;Municipality;76;BRA;BR;AL;BR-AL;NA;;NA;2702900;NA;-36.83;-9.88;40917;2;Brazil;Alagoas;Girau do Ponciano;;Girau do Ponciano, Alagoas, Brazil;29/12/2020;21;1;Deaths;Total;Total;SES
30;BRAL2704302;Municipality;76;BRA;BR;AL;BR-AL;NA;;NA;2704302;NA;-35.73;-9.65;1018948;2;Brazil;Alagoas;Maceio;;Maceio, Alagoas, Brazil;29/12/2020;1084;4;Deaths;Total;Total;SES
31;BRAL2708402;Municipality;76;BRA;BR;AL;BR-AL;NA;;NA;2708402;NA;-37.38;-9.56;32260;2;Brazil;Alagoas;Sao Jose da Tapera;;Sao Jose da Tapera, Alagoas, Brazil;29/12/2020;17;1;Deaths;Total;Total;SES
32;BRAM;State;76;BRA;BR;AM;BR-AM;NA;;NA;NA;NA;-65.86;-3.42;4144597;1;Brazil;Amazonas;;;Amazonas, Brazil;29/12/2020;5232;26;Deaths;Total;Total;SES
33;BRAM1300201;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1300201;NA;-70.19;-4.37;19921;2;Brazil;Amazonas;Atalaia do Norte;;Atalaia do Norte, Amazonas, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
34;BRAM1300805;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1300805;NA;-59.59;-4.39;41161;2;Brazil;Amazonas;Borba;;Borba, Amazonas, Brazil;29/12/2020;24;1;Deaths;Total;Total;SES
35;BRAM1302009;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1302009;NA;-58.03;-2.75;9148;2;Brazil;Amazonas;Itapiranga;;Itapiranga, Amazonas, Brazil;29/12/2020;15;1;Deaths;Total;Total;SES
36;BRAM1302603;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1302603;NA;-59.98;-3.13;2182763;2;Brazil;Amazonas;Manaus;;Manaus, Amazonas, Brazil;29/12/2020;3346;18;Deaths;Total;Total;SES
37;BRAM1303403;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1303403;NA;-56.73;-2.63;114273;2;Brazil;Amazonas;Parintins;;Parintins, Amazonas, Brazil;29/12/2020;161;1;Deaths;Total;Total;SES
38;BRAM1303536;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1303536;NA;-60.02;-2.05;36279;2;Brazil;Amazonas;Presidente Figueiredo;;Presidente Figueiredo, Amazonas, Brazil;29/12/2020;39;2;Deaths;Total;Total;SES
39;BRAM1303601;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1303601;NA;-65.02;-0.42;25156;2;Brazil;Amazonas;Santa Isabel do Rio Negro;;Santa Isabel do Rio Negro, Amazonas, Brazil;29/12/2020;22;1;Deaths;Total;Total;SES
40;BRAM1303908;Municipality;76;BRA;BR;AM;BR-AM;NA;;NA;1303908;NA;-68.95;-3.47;39299;2;Brazil;Amazonas;Sao Paulo de Olivenca;;Sao Paulo de Olivenca, Amazonas, Brazil;29/12/2020;32;1;Deaths;Total;Total;SES
41;BRAP;State;76;BRA;BR;AP;BR-AP;NA;;NA;NA;NA;-52;0.9;845731;1;Brazil;Amapa;;;Amapa, Brazil;29/12/2020;913;6;Deaths;Total;Total;SES
42;BRAP1600303;Municipality;76;BRA;BR;AP;BR-AP;NA;;NA;1600303;NA;-51.06;0.04;503327;2;Brazil;Amapa;Macapa;;Macapa, Amapa, Brazil;29/12/2020;669;6;Deaths;Total;Total;SES
43;BRBA;State;76;BRA;BR;BA;BR-BA;NA;;NA;NA;NA;-41.7;-12.58;14873064;1;Brazil;Bahia;;;Bahia, Brazil;29/12/2020;9072;31;Deaths;Total;Total;SES
44;BRBA2900108;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2900108;NA;-41.66;-13.25;8739;2;Brazil;Bahia;Abaira;;Abaira, Bahia, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
45;BRBA2900702;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2900702;NA;-38.42;-12.13;151596;2;Brazil;Bahia;Alagoinhas;;Alagoinhas, Bahia, Brazil;29/12/2020;98;1;Deaths;Total;Total;SES
46;BRBA2901403;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2901403;NA;-44.7;-12.01;13977;2;Brazil;Bahia;Angical;;Angical, Bahia, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
47;BRBA2902252;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2902252;NA;-39.41;-15.26;11019;2;Brazil;Bahia;Arataca;;Arataca, Bahia, Brazil;29/12/2020;10;1;Deaths;Total;Total;SES
48;BRBA2903102;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2903102;NA;-39.6;-14.21;5714;2;Brazil;Bahia;Barra do Rocha;;Barra do Rocha, Bahia, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
49;BRBA2903201;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2903201;NA;-45;-12.14;155439;2;Brazil;Bahia;Barreiras;;Barreiras, Bahia, Brazil;29/12/2020;106;1;Deaths;Total;Total;SES
50;BRBA2904407;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2904407;NA;-43.96;-12.48;10557;2;Brazil;Bahia;Brejolandia;;Brejolandia, Bahia, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
51;BRBA2905701;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2905701;NA;-38.33;-12.7;299132;2;Brazil;Bahia;Camacari;;Camacari, Bahia, Brazil;29/12/2020;146;1;Deaths;Total;Total;SES
52;BRBA2906006;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2906006;NA;-40.32;-10.51;71206;2;Brazil;Bahia;Campo Formoso;;Campo Formoso, Bahia, Brazil;29/12/2020;17;1;Deaths;Total;Total;SES
53;BRBA2906303;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2906303;NA;-39.08;-15.62;31099;2;Brazil;Bahia;Canavieiras;;Canavieiras, Bahia, Brazil;29/12/2020;24;1;Deaths;Total;Total;SES
54;BRBA2906907;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2906907;NA;-39.27;-17.73;22016;2;Brazil;Bahia;Caravelas;;Caravelas, Bahia, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
55;BRBA2907301;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2907301;NA;-39.43;-12.76;26264;2;Brazil;Bahia;Castro Alves;;Castro Alves, Bahia, Brazil;29/12/2020;17;1;Deaths;Total;Total;SES
56;BRBA2909109;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2909109;NA;-44.46;-13.83;14194;2;Brazil;Bahia;Coribe;;Coribe, Bahia, Brazil;29/12/2020;7;1;Deaths;Total;Total;SES
57;BRBA2910107;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2910107;NA;-41.77;-13.76;12199;2;Brazil;Bahia;Dom Basilio;;Dom Basilio, Bahia, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
58;BRBA2914604;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2914604;NA;-41.86;-11.3;72967;2;Brazil;Bahia;Irece;;Irece, Bahia, Brazil;29/12/2020;48;3;Deaths;Total;Total;SES
59;BRBA2917003;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2917003;NA;-39.85;-10.69;36089;2;Brazil;Bahia;Itiuba;;Itiuba, Bahia, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
60;BRBA2918001;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2918001;NA;-40.07;-13.86;155966;2;Brazil;Bahia;Jequie;;Jequie, Bahia, Brazil;29/12/2020;175;2;Deaths;Total;Total;SES
61;BRBA2922607;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2922607;NA;-39.1;-13.6;13997;2;Brazil;Bahia;Nilo Pecanha;;Nilo Pecanha, Bahia, Brazil;29/12/2020;10;1;Deaths;Total;Total;SES
62;BRBA2922854;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2922854;NA;-41.07;-12.82;9118;2;Brazil;Bahia;Nova Redencao;;Nova Redencao, Bahia, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
63;BRBA2925253;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2925253;NA;-40.13;-10.86;14914;2;Brazil;Bahia;Ponto Novo;;Ponto Novo, Bahia, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
64;BRBA2925758;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2925758;NA;-39.42;-13.46;27719;2;Brazil;Bahia;Presidente Tancredo Neves;;Presidente Tancredo Neves, Bahia, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
65;BRBA2926004;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2926004;NA;-42.08;-9.62;41008;2;Brazil;Bahia;Remanso;;Remanso, Bahia, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
66;BRBA2926608;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2926608;NA;-38.54;-10.84;53807;2;Brazil;Bahia;Ribeira do Pombal;;Ribeira do Pombal, Bahia, Brazil;29/12/2020;28;1;Deaths;Total;Total;SES
67;BRBA2927408;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2927408;NA;-38.48;-12.98;2872347;2;Brazil;Bahia;Salvador;;Salvador, Bahia, Brazil;29/12/2020;3163;3;Deaths;Total;Total;SES
68;BRBA2928505;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2928505;NA;-40.76;-12.58;10405;2;Brazil;Bahia;Santa Teresinha;;Santa Teresinha, Bahia, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
69;BRBA2929107;Municipality;76;BRA;BR;BA;BR-BA;NA;;NA;2929107;NA;-39.09;-12.84;21074;2;Brazil;Bahia;Sao Felipe;;Sao Felipe, Bahia, Brazil;29/12/2020;4;1;Deaths;Total;Total;SES
70;BRCE;State;76;BRA;BR;CE;BR-CE;NA;;NA;NA;NA;-39.32;-5.5;9132078;1;Brazil;Ceara;;;Ceara, Brazil;29/12/2020;9971;11;Deaths;Total;Total;SES
71;BRCE2300309;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2300309;NA;-39.45;-6.09;54270;2;Brazil;Ceara;Acopiara;;Acopiara, Ceara, Brazil;29/12/2020;57;1;Deaths;Total;Total;SES
72;BRCE2304350;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2304350;NA;-40.26;-3.8;24218;2;Brazil;Ceara;Forquilha;;Forquilha, Ceara, Brazil;29/12/2020;30;1;Deaths;Total;Total;SES
73;BRCE2304400;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2304400;NA;-38.52;-3.73;2669342;2;Brazil;Ceara;Fortaleza;;Fortaleza, Ceara, Brazil;29/12/2020;4150;5;Deaths;Total;Total;SES
74;BRCE2307650;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2307650;NA;-38.62;-3.88;227886;2;Brazil;Ceara;Maracanau;;Maracanau, Ceara, Brazil;29/12/2020;263;1;Deaths;Total;Total;SES
75;BRCE2310902;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2310902;NA;-39.42;-5.8;16959;2;Brazil;Ceara;Piquet Carneiro;;Piquet Carneiro, Ceara, Brazil;29/12/2020;11;1;Deaths;Total;Total;SES
76;BRCE2312908;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2312908;NA;-40.35;-3.69;208935;2;Brazil;Ceara;Sobral;;Sobral, Ceara, Brazil;29/12/2020;324;2;Deaths;Total;Total;SES
77;BRCE2314003;Municipality;76;BRA;BR;CE;BR-CE;NA;;NA;2314003;NA;-39.3;-6.79;40721;2;Brazil;Ceara;Varzea Alegre;;Varzea Alegre, Ceara, Brazil;29/12/2020;35;1;Deaths;Total;Total;SES
78;BRDF;State;76;BRA;BR;DF;BR-DF;NA;;NA;NA;NA;-47.86;-15.8;3015268;1;Brazil;Distrito Federal;;;Distrito Federal, Brazil;29/12/2020;4241;18;Deaths;Total;Total;SES
79;BRDF5300108;Municipality;76;BRA;BR;DF;BR-DF;NA;;NA;5300108;NA;-47.88;-15.79;3015268;2;Brazil;Distrito Federal;Brasilia;;Brasilia, Distrito Federal, Brazil;29/12/2020;4241;18;Deaths;Total;Total;SES
80;BRES;State;76;BRA;BR;ES;BR-ES;NA;;NA;NA;NA;-40.31;-19.18;4018650;1;Brazil;Espirito Santo;;;Espirito Santo, Brazil;29/12/2020;5031;35;Deaths;Total;Total;SES
81;BRES3200102;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3200102;NA;-41.13;-20.08;30586;2;Brazil;Espirito Santo;Afonso Claudio;;Afonso Claudio, Espirito Santo, Brazil;29/12/2020;30;1;Deaths;Total;Total;SES
82;BRES3200607;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3200607;NA;-40.27;-19.82;101220;2;Brazil;Espirito Santo;Aracruz;;Aracruz, Espirito Santo, Brazil;29/12/2020;102;1;Deaths;Total;Total;SES
83;BRES3201001;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3201001;NA;-40.29;-18.54;15037;2;Brazil;Espirito Santo;Boa Esperanca;;Boa Esperanca, Espirito Santo, Brazil;29/12/2020;19;1;Deaths;Total;Total;SES
84;BRES3201209;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3201209;NA;-41.11;-20.85;208972;2;Brazil;Espirito Santo;Cachoeiro de Itapemirim;;Cachoeiro de Itapemirim, Espirito Santo, Brazil;29/12/2020;253;5;Deaths;Total;Total;SES
85;BRES3201308;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3201308;NA;-40.42;-20.26;381285;2;Brazil;Espirito Santo;Cariacica;;Cariacica, Espirito Santo, Brazil;29/12/2020;606;2;Deaths;Total;Total;SES
86;BRES3201407;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3201407;NA;-41.2;-20.6;37534;2;Brazil;Espirito Santo;Castelo;;Castelo, Espirito Santo, Brazil;29/12/2020;44;1;Deaths;Total;Total;SES
87;BRES3202306;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3202306;NA;-41.68;-20.77;30867;2;Brazil;Espirito Santo;Guacui;;Guacui, Espirito Santo, Brazil;29/12/2020;37;1;Deaths;Total;Total;SES
88;BRES3202405;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3202405;NA;-40.5;-20.67;124859;2;Brazil;Espirito Santo;Guarapari;;Guarapari, Espirito Santo, Brazil;29/12/2020;170;1;Deaths;Total;Total;SES
89;BRES3202702;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3202702;NA;-40.86;-19.8;14066;2;Brazil;Espirito Santo;Itaguacu;;Itaguacu, Espirito Santo, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
90;BRES3202801;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3202801;NA;-40.84;-21.01;34348;2;Brazil;Espirito Santo;Itapemirim;;Itapemirim, Espirito Santo, Brazil;29/12/2020;64;1;Deaths;Total;Total;SES
91;BRES3203056;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3203056;NA;-40.07;-18.9;30477;2;Brazil;Espirito Santo;Jaguare;;Jaguare, Espirito Santo, Brazil;29/12/2020;22;2;Deaths;Total;Total;SES
92;BRES3203205;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3203205;NA;-40.06;-19.38;173555;2;Brazil;Espirito Santo;Linhares;;Linhares, Espirito Santo, Brazil;29/12/2020;174;1;Deaths;Total;Total;SES
93;BRES3203353;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3203353;NA;-40.54;-19.41;12833;2;Brazil;Espirito Santo;Marilandia;;Marilandia, Espirito Santo, Brazil;29/12/2020;11;1;Deaths;Total;Total;SES
94;BRES3204203;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3204203;NA;-40.73;-20.84;21711;2;Brazil;Espirito Santo;Piuma;;Piuma, Espirito Santo, Brazil;29/12/2020;41;1;Deaths;Total;Total;SES
95;BRES3204906;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3204906;NA;-39.85;-18.72;130611;2;Brazil;Espirito Santo;Sao Mateus;;Sao Mateus, Espirito Santo, Brazil;29/12/2020;111;2;Deaths;Total;Total;SES
96;BRES3205002;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3205002;NA;-40.31;-20.13;517510;2;Brazil;Espirito Santo;Serra;;Serra, Espirito Santo, Brazil;29/12/2020;650;10;Deaths;Total;Total;SES
97;BRES3205069;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3205069;NA;-41.13;-20.33;25277;2;Brazil;Espirito Santo;Venda Nova do Imigrante;;Venda Nova do Imigrante, Espirito Santo, Brazil;29/12/2020;19;1;Deaths;Total;Total;SES
98;BRES3205200;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3205200;NA;-40.29;-20.33;493838;2;Brazil;Espirito Santo;Vila Velha;;Vila Velha, Espirito Santo, Brazil;29/12/2020;706;1;Deaths;Total;Total;SES
99;BRES3205309;Municipality;76;BRA;BR;ES;BR-ES;NA;;NA;3205309;NA;-40.34;-20.32;362097;2;Brazil;Espirito Santo;Vitoria;;Vitoria, Espirito Santo, Brazil;29/12/2020;591;1;Deaths;Total;Total;SES
100;BRGO;State;76;BRA;BR;GO;BR-GO;NA;;NA;NA;NA;-49.84;-15.83;7018354;1;Brazil;Goias;;;Goias, Brazil;29/12/2020;6789;13;Deaths;Total;Total;SES
101;BRGO5203500;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5203500;NA;-49.74;-18.22;25216;2;Brazil;Goias;Bom Jesus de Goias;;Bom Jesus de Goias, Goias, Brazil;29/12/2020;32;1;Deaths;Total;Total;SES
102;BRGO5205109;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5205109;NA;-47.94;-18.17;108823;2;Brazil;Goias;Catalao;;Catalao, Goias, Brazil;29/12/2020;80;1;Deaths;Total;Total;SES
103;BRGO5207808;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5207808;NA;-50.3;-16.58;13292;2;Brazil;Goias;Firminopolis;;Firminopolis, Goias, Brazil;29/12/2020;4;1;Deaths;Total;Total;SES
104;BRGO5208707;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5208707;NA;-49.25;-16.68;1516113;2;Brazil;Goias;Goiania;;Goiania, Goias, Brazil;29/12/2020;2069;6;Deaths;Total;Total;SES
105;BRGO5214606;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5214606;NA;-48.46;-14.46;46388;2;Brazil;Goias;Niquelandia;;Niquelandia, Goias, Brazil;29/12/2020;32;2;Deaths;Total;Total;SES
106;BRGO5217708;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5217708;NA;-49.45;-17.52;17819;2;Brazil;Goias;Pontalina;;Pontalina, Goias, Brazil;29/12/2020;14;1;Deaths;Total;Total;SES
107;BRGO5219704;Municipality;76;BRA;BR;GO;BR-GO;NA;;NA;5219704;NA;-49.71;-14.44;8744;2;Brazil;Goias;Santa Terezinha de Goias;;Santa Terezinha de Goias, Goias, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
108;BRMA;State;76;BRA;BR;MA;BR-MA;NA;;NA;NA;NA;-45.27;-4.96;7075181;1;Brazil;Maranhao;;;Maranhao, Brazil;29/12/2020;4488;9;Deaths;Total;Total;SES
109;BRMA2102309;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2102309;NA;-43.84;-5.84;23884;2;Brazil;Maranhao;Buriti Bravo;;Buriti Bravo, Maranhao, Brazil;29/12/2020;8;1;Deaths;Total;Total;SES
110;BRMA2102325;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2102325;NA;-46.45;-4.32;72358;2;Brazil;Maranhao;Buriticupu;;Buriticupu, Maranhao, Brazil;29/12/2020;14;1;Deaths;Total;Total;SES
111;BRMA2102358;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2102358;NA;-47.01;-5.59;15430;2;Brazil;Maranhao;Buritirana;;Buritirana, Maranhao, Brazil;29/12/2020;8;1;Deaths;Total;Total;SES
112;BRMA2103604;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2103604;NA;-44.14;-4.13;65296;2;Brazil;Maranhao;Coroata;;Coroata, Maranhao, Brazil;29/12/2020;45;1;Deaths;Total;Total;SES
113;BRMA2103752;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2103752;NA;-47.39;-5.53;12908;2;Brazil;Maranhao;Davinopolis;;Davinopolis, Maranhao, Brazil;29/12/2020;13;1;Deaths;Total;Total;SES
114;BRMA2105302;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2105302;NA;-47.48;-5.53;258682;2;Brazil;Maranhao;Imperatriz;;Imperatriz, Maranhao, Brazil;29/12/2020;407;1;Deaths;Total;Total;SES
115;BRMA2105476;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2105476;NA;-45.63;-5.37;16515;2;Brazil;Maranhao;Jenipapo dos Vieiras;;Jenipapo dos Vieiras, Maranhao, Brazil;29/12/2020;14;1;Deaths;Total;Total;SES
116;BRMA2111904;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2111904;NA;-44.19;-6.48;10636;2;Brazil;Maranhao;Sucupira do Norte;;Sucupira do Norte, Maranhao, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
117;BRMA2112209;Municipality;76;BRA;BR;MA;BR-MA;NA;;NA;2112209;NA;-42.84;-5.1;169107;2;Brazil;Maranhao;Timon;;Timon, Maranhao, Brazil;29/12/2020;170;1;Deaths;Total;Total;SES
118;BRMG;State;76;BRA;BR;MG;BR-MG;NA;;NA;NA;NA;-44.56;-18.51;21168791;1;Brazil;Minas Gerais;;;Minas Gerais, Brazil;29/12/2020;11615;10;Deaths;Total;Total;SES
