;ID;Level;ISO1_3N;ISO1_3C;ISO1_2C;ISO2;ISO2_UID;FIPS;NUTS;AGS;IBGE;ZCTA;Longitude;Latitude;Population;Admin;Admin0;Admin1;Admin2;Admin3;NameID;Date;Cases;Cases_New;Type;Age;Sex;Source
2720;US37151;County;840;USA;US;NC;US-NC;37151;;NA;NA;NA;-79.81;35.71;143667;2;United States;North Carolina;Randolph;;Randolph, North Carolina, United States;29/12/2020;119;1;Deaths;Total;Total;NYT
2721;US37155;County;840;USA;US;NC;US-NC;37155;;NA;NA;NA;-79.1;34.64;130625;2;United States;North Carolina;Robeson;;Robeson, North Carolina, United States;29/12/2020;137;1;Deaths;Total;Total;JHU
2722;US37155;County;840;USA;US;NC;US-NC;37155;;NA;NA;NA;-79.1;34.64;130625;2;United States;North Carolina;Robeson;;Robeson, North Carolina, United States;29/12/2020;137;1;Deaths;Total;Total;NYT
2723;US37161;County;840;USA;US;NC;US-NC;37161;;NA;NA;NA;-81.92;35.4;67029;2;United States;North Carolina;Rutherford;;Rutherford, North Carolina, United States;29/12/2020;94;1;Deaths;Total;Total;JHU
2724;US37161;County;840;USA;US;NC;US-NC;37161;;NA;NA;NA;-81.92;35.4;67029;2;United States;North Carolina;Rutherford;;Rutherford, North Carolina, United States;29/12/2020;113;7;Deaths;Total;Total;NYT
2725;US37179;County;840;USA;US;NC;US-NC;37179;;NA;NA;NA;-80.53;34.99;239859;2;United States;North Carolina;Union;;Union, North Carolina, United States;29/12/2020;96;1;Deaths;Total;Total;JHU
2726;US37179;County;840;USA;US;NC;US-NC;37179;;NA;NA;NA;-80.53;34.99;239859;2;United States;North Carolina;Union;;Union, North Carolina, United States;29/12/2020;96;1;Deaths;Total;Total;NYT
2727;US37193;County;840;USA;US;NC;US-NC;37193;;NA;NA;NA;-81.16;36.21;68412;2;United States;North Carolina;Wilkes;;Wilkes, North Carolina, United States;29/12/2020;71;2;Deaths;Total;Total;JHU
2728;US37193;County;840;USA;US;NC;US-NC;37193;;NA;NA;NA;-81.16;36.21;68412;2;United States;North Carolina;Wilkes;;Wilkes, North Carolina, United States;29/12/2020;71;2;Deaths;Total;Total;NYT
2729;US38;State;840;USA;US;ND;US-ND;38;;NA;NA;NA;-99.78;47.53;762062;1;United States;North Dakota;;;North Dakota, United States;29/12/2020;1283;12;Deaths;Total;Total;CTP
2730;US38;State;840;USA;US;ND;US-ND;38;;NA;NA;NA;-99.78;47.53;762062;1;United States;North Dakota;;;North Dakota, United States;29/12/2020;1276;6;Deaths;Total;Total;JHU
2731;US38;State;840;USA;US;ND;US-ND;38;;NA;NA;NA;-99.78;47.53;762062;1;United States;North Dakota;;;North Dakota, United States;29/12/2020;1283;6;Deaths;Total;Total;NYT
2732;US38009;County;840;USA;US;ND;US-ND;38009;;NA;NA;NA;-100.84;48.79;6282;2;United States;North Dakota;Bottineau;;Bottineau, North Dakota, United States;29/12/2020;20;1;Deaths;Total;Total;JHU
2733;US38009;County;840;USA;US;ND;US-ND;38009;;NA;NA;NA;-100.84;48.79;6282;2;United States;North Dakota;Bottineau;;Bottineau, North Dakota, United States;29/12/2020;20;1;Deaths;Total;Total;NYT
2734;US38017;County;840;USA;US;ND;US-ND;38017;;NA;NA;NA;-97.24;46.93;181923;2;United States;North Dakota;Cass;;Cass, North Dakota, United States;29/12/2020;165;1;Deaths;Total;Total;JHU
2735;US38017;County;840;USA;US;ND;US-ND;38017;;NA;NA;NA;-97.24;46.93;181923;2;United States;North Dakota;Cass;;Cass, North Dakota, United States;29/12/2020;165;1;Deaths;Total;Total;NYT
2736;US38079;County;840;USA;US;ND;US-ND;38079;;NA;NA;NA;-99.84;48.77;14176;2;United States;North Dakota;Rolette;;Rolette, North Dakota, United States;29/12/2020;21;1;Deaths;Total;Total;JHU
2737;US38079;County;840;USA;US;ND;US-ND;38079;;NA;NA;NA;-99.84;48.77;14176;2;United States;North Dakota;Rolette;;Rolette, North Dakota, United States;29/12/2020;21;1;Deaths;Total;Total;NYT
2738;US38101;County;840;USA;US;ND;US-ND;38101;;NA;NA;NA;-101.54;48.22;67641;2;United States;North Dakota;Ward;;Ward, North Dakota, United States;29/12/2020;172;2;Deaths;Total;Total;JHU
2739;US38101;County;840;USA;US;ND;US-ND;38101;;NA;NA;NA;-101.54;48.22;67641;2;United States;North Dakota;Ward;;Ward, North Dakota, United States;29/12/2020;172;2;Deaths;Total;Total;NYT
2740;US38105;County;840;USA;US;ND;US-ND;38105;;NA;NA;NA;-103.48;48.35;37589;2;United States;North Dakota;Williams;;Williams, North Dakota, United States;29/12/2020;30;1;Deaths;Total;Total;JHU
2741;US38105;County;840;USA;US;ND;US-ND;38105;;NA;NA;NA;-103.48;48.35;37589;2;United States;North Dakota;Williams;;Williams, North Dakota, United States;29/12/2020;30;1;Deaths;Total;Total;NYT
2742;US39;State;840;USA;US;OH;US-OH;39;;NA;NA;NA;-82.76;40.39;11689100;1;United States;Ohio;;;Ohio, United States;29/12/2020;8722;151;Deaths;Total;Total;CTP
2743;US39;State;840;USA;US;OH;US-OH;39;;NA;NA;NA;-82.76;40.39;11689100;1;United States;Ohio;;;Ohio, United States;29/12/2020;8722;151;Deaths;Total;Total;JHU
2744;US39;State;840;USA;US;OH;US-OH;39;;NA;NA;NA;-82.76;40.39;11689100;1;United States;Ohio;;;Ohio, United States;29/12/2020;8722;151;Deaths;Total;Total;NYT
2745;US39003;County;840;USA;US;OH;US-OH;39003;;NA;NA;NA;-84.11;40.77;102351;2;United States;Ohio;Allen;;Allen, Ohio, United States;29/12/2020;110;1;Deaths;Total;Total;JHU
2746;US39003;County;840;USA;US;OH;US-OH;39003;;NA;NA;NA;-84.11;40.77;102351;2;United States;Ohio;Allen;;Allen, Ohio, United States;29/12/2020;110;1;Deaths;Total;Total;NYT
2747;US39013;County;840;USA;US;OH;US-OH;39013;;NA;NA;NA;-80.99;40.02;67006;2;United States;Ohio;Belmont;;Belmont, Ohio, United States;29/12/2020;35;2;Deaths;Total;Total;JHU
2748;US39013;County;840;USA;US;OH;US-OH;39013;;NA;NA;NA;-80.99;40.02;67006;2;United States;Ohio;Belmont;;Belmont, Ohio, United States;29/12/2020;35;2;Deaths;Total;Total;NYT
2749;US39017;County;840;USA;US;OH;US-OH;39017;;NA;NA;NA;-84.57;39.44;383134;2;United States;Ohio;Butler;;Butler, Ohio, United States;29/12/2020;187;1;Deaths;Total;Total;JHU
2750;US39017;County;840;USA;US;OH;US-OH;39017;;NA;NA;NA;-84.57;39.44;383134;2;United States;Ohio;Butler;;Butler, Ohio, United States;29/12/2020;187;1;Deaths;Total;Total;NYT
2751;US39019;County;840;USA;US;OH;US-OH;39019;;NA;NA;NA;-81.09;40.58;26914;2;United States;Ohio;Carroll;;Carroll, Ohio, United States;29/12/2020;13;1;Deaths;Total;Total;JHU
2752;US39019;County;840;USA;US;OH;US-OH;39019;;NA;NA;NA;-81.09;40.58;26914;2;United States;Ohio;Carroll;;Carroll, Ohio, United States;29/12/2020;13;1;Deaths;Total;Total;NYT
2753;US39023;County;840;USA;US;OH;US-OH;39023;;NA;NA;NA;-83.78;39.92;134083;2;United States;Ohio;Clark;;Clark, Ohio, United States;29/12/2020;184;5;Deaths;Total;Total;JHU
2754;US39023;County;840;USA;US;OH;US-OH;39023;;NA;NA;NA;-83.78;39.92;134083;2;United States;Ohio;Clark;;Clark, Ohio, United States;29/12/2020;184;5;Deaths;Total;Total;NYT
2755;US39033;County;840;USA;US;OH;US-OH;39033;;NA;NA;NA;-82.92;40.85;41494;2;United States;Ohio;Crawford;;Crawford, Ohio, United States;29/12/2020;59;15;Deaths;Total;Total;JHU
2756;US39033;County;840;USA;US;OH;US-OH;39033;;NA;NA;NA;-82.92;40.85;41494;2;United States;Ohio;Crawford;;Crawford, Ohio, United States;29/12/2020;59;15;Deaths;Total;Total;NYT
2757;US39035;County;840;USA;US;OH;US-OH;39035;;NA;NA;NA;-81.66;41.42;1235072;2;United States;Ohio;Cuyahoga;;Cuyahoga, Ohio, United States;29/12/2020;888;2;Deaths;Total;Total;JHU
2758;US39035;County;840;USA;US;OH;US-OH;39035;;NA;NA;NA;-81.66;41.42;1235072;2;United States;Ohio;Cuyahoga;;Cuyahoga, Ohio, United States;29/12/2020;888;2;Deaths;Total;Total;NYT
2759;US39037;County;840;USA;US;OH;US-OH;39037;;NA;NA;NA;-84.62;40.13;51113;2;United States;Ohio;Darke;;Darke, Ohio, United States;29/12/2020;80;1;Deaths;Total;Total;JHU
2760;US39037;County;840;USA;US;OH;US-OH;39037;;NA;NA;NA;-84.62;40.13;51113;2;United States;Ohio;Darke;;Darke, Ohio, United States;29/12/2020;80;1;Deaths;Total;Total;NYT
2761;US39043;County;840;USA;US;OH;US-OH;39043;;NA;NA;NA;-82.63;41.37;74266;2;United States;Ohio;Erie;;Erie, Ohio, United States;29/12/2020;105;4;Deaths;Total;Total;JHU
2762;US39043;County;840;USA;US;OH;US-OH;39043;;NA;NA;NA;-82.63;41.37;74266;2;United States;Ohio;Erie;;Erie, Ohio, United States;29/12/2020;105;4;Deaths;Total;Total;NYT
2763;US39059;County;840;USA;US;OH;US-OH;39059;;NA;NA;NA;-81.49;40.05;38875;2;United States;Ohio;Guernsey;;Guernsey, Ohio, United States;29/12/2020;22;1;Deaths;Total;Total;JHU
2764;US39059;County;840;USA;US;OH;US-OH;39059;;NA;NA;NA;-81.49;40.05;38875;2;United States;Ohio;Guernsey;;Guernsey, Ohio, United States;29/12/2020;22;1;Deaths;Total;Total;NYT
2765;US39065;County;840;USA;US;OH;US-OH;39065;;NA;NA;NA;-83.66;40.66;31365;2;United States;Ohio;Hardin;;Hardin, Ohio, United States;29/12/2020;32;1;Deaths;Total;Total;JHU
2766;US39065;County;840;USA;US;OH;US-OH;39065;;NA;NA;NA;-83.66;40.66;31365;2;United States;Ohio;Hardin;;Hardin, Ohio, United States;29/12/2020;32;1;Deaths;Total;Total;NYT
2767;US39069;County;840;USA;US;OH;US-OH;39069;;NA;NA;NA;-84.07;41.33;27006;2;United States;Ohio;Henry;;Henry, Ohio, United States;29/12/2020;36;1;Deaths;Total;Total;JHU
2768;US39069;County;840;USA;US;OH;US-OH;39069;;NA;NA;NA;-84.07;41.33;27006;2;United States;Ohio;Henry;;Henry, Ohio, United States;29/12/2020;36;1;Deaths;Total;Total;NYT
2769;US39085;County;840;USA;US;OH;US-OH;39085;;NA;NA;NA;-81.24;41.7;230149;2;United States;Ohio;Lake;;Lake, Ohio, United States;29/12/2020;120;7;Deaths;Total;Total;JHU
2770;US39085;County;840;USA;US;OH;US-OH;39085;;NA;NA;NA;-81.24;41.7;230149;2;United States;Ohio;Lake;;Lake, Ohio, United States;29/12/2020;120;7;Deaths;Total;Total;NYT
2771;US39093;County;840;USA;US;OH;US-OH;39093;;NA;NA;NA;-82.15;41.3;309833;2;United States;Ohio;Lorain;;Lorain, Ohio, United States;29/12/2020;161;13;Deaths;Total;Total;JHU
2772;US39093;County;840;USA;US;OH;US-OH;39093;;NA;NA;NA;-82.15;41.3;309833;2;United States;Ohio;Lorain;;Lorain, Ohio, United States;29/12/2020;161;13;Deaths;Total;Total;NYT
2773;US39095;County;840;USA;US;OH;US-OH;39095;;NA;NA;NA;-83.65;41.62;428348;2;United States;Ohio;Lucas;;Lucas, Ohio, United States;29/12/2020;540;5;Deaths;Total;Total;JHU
2774;US39095;County;840;USA;US;OH;US-OH;39095;;NA;NA;NA;-83.65;41.62;428348;2;United States;Ohio;Lucas;;Lucas, Ohio, United States;29/12/2020;540;5;Deaths;Total;Total;NYT
2775;US39101;County;840;USA;US;OH;US-OH;39101;;NA;NA;NA;-83.16;40.59;65093;2;United States;Ohio;Marion;;Marion, Ohio, United States;29/12/2020;104;2;Deaths;Total;Total;JHU
2776;US39101;County;840;USA;US;OH;US-OH;39101;;NA;NA;NA;-83.16;40.59;65093;2;United States;Ohio;Marion;;Marion, Ohio, United States;29/12/2020;104;2;Deaths;Total;Total;NYT
2777;US39103;County;840;USA;US;OH;US-OH;39103;;NA;NA;NA;-81.9;41.12;179746;2;United States;Ohio;Medina;;Medina, Ohio, United States;29/12/2020;102;3;Deaths;Total;Total;JHU
2778;US39103;County;840;USA;US;OH;US-OH;39103;;NA;NA;NA;-81.9;41.12;179746;2;United States;Ohio;Medina;;Medina, Ohio, United States;29/12/2020;102;3;Deaths;Total;Total;NYT
2779;US39113;County;840;USA;US;OH;US-OH;39113;;NA;NA;NA;-84.29;39.75;531687;2;United States;Ohio;Montgomery;;Montgomery, Ohio, United States;29/12/2020;352;3;Deaths;Total;Total;JHU
2780;US39113;County;840;USA;US;OH;US-OH;39113;;NA;NA;NA;-84.29;39.75;531687;2;United States;Ohio;Montgomery;;Montgomery, Ohio, United States;29/12/2020;352;3;Deaths;Total;Total;NYT
2781;US39133;County;840;USA;US;OH;US-OH;39133;;NA;NA;NA;-81.2;41.17;162466;2;United States;Ohio;Portage;;Portage, Ohio, United States;29/12/2020;97;3;Deaths;Total;Total;JHU
2782;US39133;County;840;USA;US;OH;US-OH;39133;;NA;NA;NA;-81.2;41.17;162466;2;United States;Ohio;Portage;;Portage, Ohio, United States;29/12/2020;97;3;Deaths;Total;Total;NYT
2783;US39137;County;840;USA;US;OH;US-OH;39137;;NA;NA;NA;-84.13;41.02;33861;2;United States;Ohio;Putnam;;Putnam, Ohio, United States;29/12/2020;67;2;Deaths;Total;Total;JHU
2784;US39137;County;840;USA;US;OH;US-OH;39137;;NA;NA;NA;-84.13;41.02;33861;2;United States;Ohio;Putnam;;Putnam, Ohio, United States;29/12/2020;67;2;Deaths;Total;Total;NYT
2785;US39139;County;840;USA;US;OH;US-OH;39139;;NA;NA;NA;-82.54;40.77;121154;2;United States;Ohio;Richland;;Richland, Ohio, United States;29/12/2020;73;1;Deaths;Total;Total;JHU
2786;US39139;County;840;USA;US;OH;US-OH;39139;;NA;NA;NA;-82.54;40.77;121154;2;United States;Ohio;Richland;;Richland, Ohio, United States;29/12/2020;73;1;Deaths;Total;Total;NYT
2787;US39143;County;840;USA;US;OH;US-OH;39143;;NA;NA;NA;-83.14;41.36;58518;2;United States;Ohio;Sandusky;;Sandusky, Ohio, United States;29/12/2020;55;2;Deaths;Total;Total;JHU
2788;US39143;County;840;USA;US;OH;US-OH;39143;;NA;NA;NA;-83.14;41.36;58518;2;United States;Ohio;Sandusky;;Sandusky, Ohio, United States;29/12/2020;55;2;Deaths;Total;Total;NYT
2789;US39145;County;840;USA;US;OH;US-OH;39145;;NA;NA;NA;-82.99;38.8;75314;2;United States;Ohio;Scioto;;Scioto, Ohio, United States;29/12/2020;43;3;Deaths;Total;Total;JHU
2790;US39145;County;840;USA;US;OH;US-OH;39145;;NA;NA;NA;-82.99;38.8;75314;2;United States;Ohio;Scioto;;Scioto, Ohio, United States;29/12/2020;43;3;Deaths;Total;Total;NYT
2791;US39151;County;840;USA;US;OH;US-OH;39151;;NA;NA;NA;-81.36;40.81;370606;2;United States;Ohio;Stark;;Stark, Ohio, United States;29/12/2020;292;4;Deaths;Total;Total;JHU
2792;US39151;County;840;USA;US;OH;US-OH;39151;;NA;NA;NA;-81.36;40.81;370606;2;United States;Ohio;Stark;;Stark, Ohio, United States;29/12/2020;292;4;Deaths;Total;Total;NYT
2793;US39153;County;840;USA;US;OH;US-OH;39153;;NA;NA;NA;-81.53;41.12;541013;2;United States;Ohio;Summit;;Summit, Ohio, United States;29/12/2020;553;39;Deaths;Total;Total;JHU
2794;US39153;County;840;USA;US;OH;US-OH;39153;;NA;NA;NA;-81.53;41.12;541013;2;United States;Ohio;Summit;;Summit, Ohio, United States;29/12/2020;553;39;Deaths;Total;Total;NYT
2795;US39155;County;840;USA;US;OH;US-OH;39155;;NA;NA;NA;-80.76;41.32;197974;2;United States;Ohio;Trumbull;;Trumbull, Ohio, United States;29/12/2020;263;11;Deaths;Total;Total;JHU
2796;US39155;County;840;USA;US;OH;US-OH;39155;;NA;NA;NA;-80.76;41.32;197974;2;United States;Ohio;Trumbull;;Trumbull, Ohio, United States;29/12/2020;263;11;Deaths;Total;Total;NYT
2797;US39157;County;840;USA;US;OH;US-OH;39157;;NA;NA;NA;-81.47;40.44;91987;2;United States;Ohio;Tuscarawas;;Tuscarawas, Ohio, United States;29/12/2020;136;7;Deaths;Total;Total;JHU
2798;US39157;County;840;USA;US;OH;US-OH;39157;;NA;NA;NA;-81.47;40.44;91987;2;United States;Ohio;Tuscarawas;;Tuscarawas, Ohio, United States;29/12/2020;136;7;Deaths;Total;Total;NYT
2799;US39165;County;840;USA;US;OH;US-OH;39165;;NA;NA;NA;-84.17;39.43;234602;2;United States;Ohio;Warren;;Warren, Ohio, United States;29/12/2020;119;3;Deaths;Total;Total;JHU
2800;US39165;County;840;USA;US;OH;US-OH;39165;;NA;NA;NA;-84.17;39.43;234602;2;United States;Ohio;Warren;;Warren, Ohio, United States;29/12/2020;119;3;Deaths;Total;Total;NYT
2801;US39169;County;840;USA;US;OH;US-OH;39169;;NA;NA;NA;-81.89;40.83;115710;2;United States;Ohio;Wayne;;Wayne, Ohio, United States;29/12/2020;143;3;Deaths;Total;Total;JHU
2802;US39169;County;840;USA;US;OH;US-OH;39169;;NA;NA;NA;-81.89;40.83;115710;2;United States;Ohio;Wayne;;Wayne, Ohio, United States;29/12/2020;143;3;Deaths;Total;Total;NYT
2803;US39171;County;840;USA;US;OH;US-OH;39171;;NA;NA;NA;-84.58;41.56;36692;2;United States;Ohio;Williams;;Williams, Ohio, United States;29/12/2020;48;4;Deaths;Total;Total;JHU
2804;US39171;County;840;USA;US;OH;US-OH;39171;;NA;NA;NA;-84.58;41.56;36692;2;United States;Ohio;Williams;;Williams, Ohio, United States;29/12/2020;48;4;Deaths;Total;Total;NYT
2805;US39173;County;840;USA;US;OH;US-OH;39173;;NA;NA;NA;-83.62;41.36;130817;2;United States;Ohio;Wood;;Wood, Ohio, United States;29/12/2020;144;1;Deaths;Total;Total;JHU
2806;US39173;County;840;USA;US;OH;US-OH;39173;;NA;NA;NA;-83.62;41.36;130817;2;United States;Ohio;Wood;;Wood, Ohio, United States;29/12/2020;144;1;Deaths;Total;Total;NYT
2807;US40;State;840;USA;US;OK;US-OK;40;;NA;NA;NA;-96.93;35.57;3956971;1;United States;Oklahoma;;;Oklahoma, United States;29/12/2020;2405;22;Deaths;Total;Total;CTP
2808;US40;State;840;USA;US;OK;US-OK;40;;NA;NA;NA;-96.93;35.57;3956971;1;United States;Oklahoma;;;Oklahoma, United States;29/12/2020;2405;22;Deaths;Total;Total;JHU
2809;US40;State;840;USA;US;OK;US-OK;40;;NA;NA;NA;-96.93;35.57;3956971;1;United States;Oklahoma;;;Oklahoma, United States;29/12/2020;2405;22;Deaths;Total;Total;NYT
2810;US40027;County;840;USA;US;OK;US-OK;40027;;NA;NA;NA;-97.33;35.2;284014;2;United States;Oklahoma;Cleveland;;Cleveland, Oklahoma, United States;29/12/2020;153;2;Deaths;Total;Total;JHU
2811;US40027;County;840;USA;US;OK;US-OK;40027;;NA;NA;NA;-97.33;35.2;284014;2;United States;Oklahoma;Cleveland;;Cleveland, Oklahoma, United States;29/12/2020;153;2;Deaths;Total;Total;NYT
2812;US40037;County;840;USA;US;OK;US-OK;40037;;NA;NA;NA;-96.37;35.9;71522;2;United States;Oklahoma;Creek;;Creek, Oklahoma, United States;29/12/2020;64;1;Deaths;Total;Total;JHU
2813;US40037;County;840;USA;US;OK;US-OK;40037;;NA;NA;NA;-96.37;35.9;71522;2;United States;Oklahoma;Creek;;Creek, Oklahoma, United States;29/12/2020;64;1;Deaths;Total;Total;NYT
2814;US40047;County;840;USA;US;OK;US-OK;40047;;NA;NA;NA;-97.78;36.38;61056;2;United States;Oklahoma;Garfield;;Garfield, Oklahoma, United States;29/12/2020;43;1;Deaths;Total;Total;JHU
2815;US40047;County;840;USA;US;OK;US-OK;40047;;NA;NA;NA;-97.78;36.38;61056;2;United States;Oklahoma;Garfield;;Garfield, Oklahoma, United States;29/12/2020;43;1;Deaths;Total;Total;NYT
2816;US40051;County;840;USA;US;OK;US-OK;40051;;NA;NA;NA;-97.88;35.02;55834;2;United States;Oklahoma;Grady;;Grady, Oklahoma, United States;29/12/2020;37;1;Deaths;Total;Total;JHU
2817;US40051;County;840;USA;US;OK;US-OK;40051;;NA;NA;NA;-97.88;35.02;55834;2;United States;Oklahoma;Grady;;Grady, Oklahoma, United States;29/12/2020;37;1;Deaths;Total;Total;NYT
2818;US40071;County;840;USA;US;OK;US-OK;40071;;NA;NA;NA;-97.14;36.82;43538;2;United States;Oklahoma;Kay;;Kay, Oklahoma, United States;29/12/2020;31;1;Deaths;Total;Total;JHU
2819;US40071;County;840;USA;US;OK;US-OK;40071;;NA;NA;NA;-97.14;36.82;43538;2;United States;Oklahoma;Kay;;Kay, Oklahoma, United States;29/12/2020;31;1;Deaths;Total;Total;NYT
2820;US40085;County;840;USA;US;OK;US-OK;40085;;NA;NA;NA;-97.24;33.95;10253;2;United States;Oklahoma;Love;;Love, Oklahoma, United States;29/12/2020;6;1;Deaths;Total;Total;JHU
2821;US40085;County;840;USA;US;OK;US-OK;40085;;NA;NA;NA;-97.24;33.95;10253;2;United States;Oklahoma;Love;;Love, Oklahoma, United States;29/12/2020;6;1;Deaths;Total;Total;NYT
2822;US40087;County;840;USA;US;OK;US-OK;40087;;NA;NA;NA;-97.45;35.01;40474;2;United States;Oklahoma;McClain;;McClain, Oklahoma, United States;29/12/2020;26;1;Deaths;Total;Total;JHU
2823;US40087;County;840;USA;US;OK;US-OK;40087;;NA;NA;NA;-97.45;35.01;40474;2;United States;Oklahoma;McClain;;McClain, Oklahoma, United States;29/12/2020;26;1;Deaths;Total;Total;NYT
2824;US40089;County;840;USA;US;OK;US-OK;40089;;NA;NA;NA;-94.77;34.12;32832;2;United States;Oklahoma;McCurtain;;McCurtain, Oklahoma, United States;29/12/2020;51;1;Deaths;Total;Total;JHU
2825;US40089;County;840;USA;US;OK;US-OK;40089;;NA;NA;NA;-94.77;34.12;32832;2;United States;Oklahoma;McCurtain;;McCurtain, Oklahoma, United States;29/12/2020;51;1;Deaths;Total;Total;NYT
2826;US40109;County;840;USA;US;OK;US-OK;40109;;NA;NA;NA;-97.41;35.55;797434;2;United States;Oklahoma;Oklahoma;;Oklahoma, Oklahoma, United States;29/12/2020;432;8;Deaths;Total;Total;JHU
2827;US40109;County;840;USA;US;OK;US-OK;40109;;NA;NA;NA;-97.41;35.55;797434;2;United States;Oklahoma;Oklahoma;;Oklahoma, Oklahoma, United States;29/12/2020;432;8;Deaths;Total;Total;NYT
2828;US40123;County;840;USA;US;OK;US-OK;40123;;NA;NA;NA;-96.68;34.73;38284;2;United States;Oklahoma;Pontotoc;;Pontotoc, Oklahoma, United States;29/12/2020;24;1;Deaths;Total;Total;JHU
2829;US40123;County;840;USA;US;OK;US-OK;40123;;NA;NA;NA;-96.68;34.73;38284;2;United States;Oklahoma;Pontotoc;;Pontotoc, Oklahoma, United States;29/12/2020;24;1;Deaths;Total;Total;NYT
2830;US40143;County;840;USA;US;OK;US-OK;40143;;NA;NA;NA;-95.94;36.12;651552;2;United States;Oklahoma;Tulsa;;Tulsa, Oklahoma, United States;29/12/2020;379;3;Deaths;Total;Total;JHU
2831;US40143;County;840;USA;US;OK;US-OK;40143;;NA;NA;NA;-95.94;36.12;651552;2;United States;Oklahoma;Tulsa;;Tulsa, Oklahoma, United States;29/12/2020;379;3;Deaths;Total;Total;NYT
2832;US40151;County;840;USA;US;OK;US-OK;40151;;NA;NA;NA;-98.87;36.77;8793;2;United States;Oklahoma;Woods;;Woods, Oklahoma, United States;29/12/2020;5;1;Deaths;Total;Total;JHU
2833;US40151;County;840;USA;US;OK;US-OK;40151;;NA;NA;NA;-98.87;36.77;8793;2;United States;Oklahoma;Woods;;Woods, Oklahoma, United States;29/12/2020;5;1;Deaths;Total;Total;NYT
2834;US41;State;840;USA;US;OR;US-OR;41;;NA;NA;NA;-122.07;44.57;4217737;1;United States;Oregon;;;Oregon, United States;29/12/2020;1449;16;Deaths;Total;Total;CTP
2835;US41;State;840;USA;US;OR;US-OR;41;;NA;NA;NA;-122.07;44.57;4217737;1;United States;Oregon;;;Oregon, United States;29/12/2020;1449;16;Deaths;Total;Total;JHU
2836;US41;State;840;USA;US;OR;US-OR;41;;NA;NA;NA;-122.07;44.57;4217737;1;United States;Oregon;;;Oregon, United States;29/12/2020;1457;19;Deaths;Total;Total;NYT
2837;US41009;County;840;USA;US;OR;US-OR;41009;;NA;NA;NA;-123.09;45.94;52354;2;United States;Oregon;Columbia;;Columbia, Oregon, United States;29/12/2020;14;1;Deaths;Total;Total;JHU
2838;US41009;County;840;USA;US;OR;US-OR;41009;;NA;NA;NA;-123.09;45.94;52354;2;United States;Oregon;Columbia;;Columbia, Oregon, United States;29/12/2020;14;1;Deaths;Total;Total;NYT
2839;US41019;County;840;USA;US;OR;US-OR;41019;;NA;NA;NA;-123.17;43.28;110980;2;United States;Oregon;Douglas;;Douglas, Oregon, United States;29/12/2020;38;1;Deaths;Total;Total;JHU
2840;US41019;County;840;USA;US;OR;US-OR;41019;;NA;NA;NA;-123.17;43.28;110980;2;United States;Oregon;Douglas;;Douglas, Oregon, United States;29/12/2020;38;1;Deaths;Total;Total;NYT
2841;US41025;County;840;USA;US;OR;US-OR;41025;;NA;NA;NA;-118.97;43.06;7393;2;United States;Oregon;Harney;;Harney, Oregon, United States;29/12/2020;2;1;Deaths;Total;Total;JHU
2842;US41025;County;840;USA;US;OR;US-OR;41025;;NA;NA;NA;-118.97;43.06;7393;2;United States;Oregon;Harney;;Harney, Oregon, United States;29/12/2020;2;1;Deaths;Total;Total;NYT
2843;US41027;County;840;USA;US;OR;US-OR;41027;;NA;NA;NA;-121.66;45.52;23382;2;United States;Oregon;Hood River;;Hood River, Oregon, United States;29/12/2020;12;1;Deaths;Total;Total;JHU
2844;US41027;County;840;USA;US;OR;US-OR;41027;;NA;NA;NA;-121.66;45.52;23382;2;United States;Oregon;Hood River;;Hood River, Oregon, United States;29/12/2020;12;1;Deaths;Total;Total;NYT
2845;US41029;County;840;USA;US;OR;US-OR;41029;;NA;NA;NA;-122.73;42.43;220944;2;United States;Oregon;Jackson;;Jackson, Oregon, United States;29/12/2020;69;1;Deaths;Total;Total;JHU
2846;US41029;County;840;USA;US;OR;US-OR;41029;;NA;NA;NA;-122.73;42.43;220944;2;United States;Oregon;Jackson;;Jackson, Oregon, United States;29/12/2020;69;3;Deaths;Total;Total;NYT
2847;US41031;County;840;USA;US;OR;US-OR;41031;;NA;NA;NA;-121.18;44.63;24658;2;United States;Oregon;Jefferson;;Jefferson, Oregon, United States;29/12/2020;17;1;Deaths;Total;Total;JHU
2848;US41031;County;840;USA;US;OR;US-OR;41031;;NA;NA;NA;-121.18;44.63;24658;2;United States;Oregon;Jefferson;;Jefferson, Oregon, United States;29/12/2020;17;1;Deaths;Total;Total;NYT
2849;US41033;County;840;USA;US;OR;US-OR;41033;;NA;NA;NA;-123.56;42.37;87487;2;United States;Oregon;Josephine;;Josephine, Oregon, United States;29/12/2020;22;2;Deaths;Total;Total;JHU
2850;US41033;County;840;USA;US;OR;US-OR;41033;;NA;NA;NA;-123.56;42.37;87487;2;United States;Oregon;Josephine;;Josephine, Oregon, United States;29/12/2020;22;2;Deaths;Total;Total;NYT
2851;US41039;County;840;USA;US;OR;US-OR;41039;;NA;NA;NA;-122.85;43.94;382067;2;United States;Oregon;Lane;;Lane, Oregon, United States;29/12/2020;91;2;Deaths;Total;Total;JHU
2852;US41039;County;840;USA;US;OR;US-OR;41039;;NA;NA;NA;-122.85;43.94;382067;2;United States;Oregon;Lane;;Lane, Oregon, United States;29/12/2020;91;6;Deaths;Total;Total;NYT
